DateTime,Humidity(%),Temperature(°C),MQ5_LPG,MQ8_H2,MQ7_CO,MQ135_Alcohol,MQ135_CO2,MQ135_Toluen,MQ135_NH4,MQ135_Aceton
2024-12-21 23:05:19,68.80,24.40,0.85,52.56,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:05:21,68.80,24.40,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:23,68.80,24.40,0.86,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:25,68.80,24.40,0.85,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:27,68.80,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:30,68.80,24.40,0.86,52.56,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:05:32,68.80,24.40,0.86,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:34,68.80,24.40,0.85,52.56,0.64,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:05:36,68.80,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:39,68.80,24.40,0.86,52.56,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:05:41,68.80,24.40,0.85,52.65,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:05:43,68.80,24.40,0.85,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:45,68.80,24.40,0.86,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:47,68.80,24.40,0.86,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:05:50,68.80,24.40,0.87,52.46,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:05:52,68.80,24.40,0.85,52.56,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:05:54,68.80,24.40,0.86,52.56,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:05:56,68.80,24.40,0.85,52.56,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:05:58,68.80,24.40,0.86,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:01,68.80,24.40,0.85,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:03,68.80,24.40,0.86,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:05,68.70,24.40,0.86,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:07,68.80,24.40,0.85,52.65,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:06:10,68.80,24.40,0.86,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:12,68.80,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:14,68.80,24.40,0.85,52.65,0.64,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:16,68.80,24.40,0.86,52.65,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:06:18,68.80,24.40,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:21,68.80,24.40,0.85,52.46,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:06:23,68.80,24.40,0.85,52.56,0.64,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:25,68.80,24.40,0.86,52.56,0.64,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:06:27,68.80,24.40,0.85,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:29,68.70,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:32,68.80,24.40,0.85,52.56,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:06:34,68.70,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:36,68.80,24.40,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:38,68.80,24.40,0.86,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:41,68.80,24.40,0.85,52.56,0.64,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:06:43,68.80,24.40,0.85,52.65,0.64,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:45,68.80,24.30,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:47,68.80,24.40,0.86,52.56,0.64,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:49,68.80,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:52,68.80,24.40,0.85,52.56,0.65,1.33,425.23,0.55,4.34,0.47
2024-12-21 23:06:54,68.90,24.40,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:06:56,68.80,24.40,0.85,52.46,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:06:58,68.80,24.40,0.85,52.56,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:07:00,68.80,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:03,68.80,24.40,0.85,52.56,0.64,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:07:05,68.70,24.40,0.84,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:07,68.70,24.40,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:09,68.80,24.40,0.85,52.56,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:12,68.80,24.40,0.85,52.36,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:14,68.80,24.40,0.85,52.56,0.64,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:07:16,68.80,24.40,0.86,52.46,0.65,1.30,425.17,0.54,4.25,0.46
2024-12-21 23:07:18,68.80,24.30,0.85,52.46,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:07:20,68.80,24.40,0.85,52.56,0.64,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:23,68.80,24.30,0.85,52.46,0.64,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:07:25,68.80,24.40,0.85,52.65,0.65,1.32,425.21,0.55,4.31,0.46
2024-12-21 23:07:27,68.80,24.40,0.85,52.56,0.65,1.31,425.19,0.54,4.28,0.46
2024-12-21 23:07:29,68.70,24.30,0.85,52.46,0.65,1.32,425.21,0.55,4.31,0.46
